"check_id","category","quantity","expected","observed","tolerance","status","source","notes"
"CELL_1276","reported_table_cell","Table 3 11 detected_fish","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1277","reported_table_cell","Table 3 12 receiver_index","12","12","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1278","reported_table_cell","Table 3 12 zone_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1279","reported_table_cell","Table 3 12 channel_index",NA,NA,"0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1280","reported_table_cell","Table 3 12 detected_fish","44","44","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1281","reported_table_cell","Table B1 p_RP1 mean","0.51","0.5096527925415066","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1282","reported_table_cell","Table B1 p_RP1 sd","0.072","0.07183857724962392","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1283","reported_table_cell","Table B1 p_RP1 q025","0.369","0.3686655282499836","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1284","reported_table_cell","Table B1 p_RP1 q25","0.461","0.4605485563921903","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1285","reported_table_cell","Table B1 p_RP1 median","0.51","0.5098775541335483","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1286","reported_table_cell","Table B1 p_RP1 q75","0.559","0.5589451013128365","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1287","reported_table_cell","Table B1 p_RP1 q975","0.651","0.6513097861062968","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1288","reported_table_cell","Table B1 p_MM mean","0.83","0.829809833780085","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1289","reported_table_cell","Table B1 p_MM sd","0.054","0.05410419859669884","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1290","reported_table_cell","Table B1 p_MM q025","0.713","0.7130372948702903","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1291","reported_table_cell","Table B1 p_MM q25","0.796","0.7960043902205104","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1292","reported_table_cell","Table B1 p_MM median","0.835","0.8347315362956651","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1293","reported_table_cell","Table B1 p_MM q75","0.869","0.8693034856946399","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1294","reported_table_cell","Table B1 p_MM q975","0.92","0.9203746465910944","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1295","reported_table_cell","Table B1 p_Rx1 mean","0.553","0.5533982832772627","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1296","reported_table_cell","Table B1 p_Rx1 sd","0.071","0.07062485904565111","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1297","reported_table_cell","Table B1 p_Rx1 q025","0.413","0.4127102270853734","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1298","reported_table_cell","Table B1 p_Rx1 q25","0.506","0.5060668304713342","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1299","reported_table_cell","Table B1 p_Rx1 median","0.554","0.5538045083873606","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1300","reported_table_cell","Table B1 p_Rx1 q75","0.601","0.6014923072745326","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1301","reported_table_cell","Table B1 p_Rx1 q975","0.689","0.6892918044253069","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1302","reported_table_cell","Table B1 p_R1a mean","0.072","0.07174668094785773","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1303","reported_table_cell","Table B1 p_R1a sd","0.048","0.04845172678940662","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1304","reported_table_cell","Table B1 p_R1a q025","0.009","0.008719818245852487","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1305","reported_table_cell","Table B1 p_R1a q25","0.035","0.03545708520800573","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1306","reported_table_cell","Table B1 p_R1a median","0.062","0.06165484000501447","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1307","reported_table_cell","Table B1 p_R1a q75","0.097","0.0966746103720562","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1308","reported_table_cell","Table B1 p_R1a q975","0.193","0.1925537196181332","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1309","reported_table_cell","Table B1 p_R1b mean","0.81","0.8098849909618642","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1310","reported_table_cell","Table B1 p_R1b sd","0.095","0.09541473775601186","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1311","reported_table_cell","Table B1 p_R1b q025","0.593","0.5930223670500232","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1312","reported_table_cell","Table B1 p_R1b q25","0.752","0.7517373742946699","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1313","reported_table_cell","Table B1 p_R1b median","0.824","0.8237504887405486","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1314","reported_table_cell","Table B1 p_R1b q75","0.881","0.8814224145639219","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_1315","reported_table_cell","Table B1 p_R1b q975","0.955","0.9549377356161677","5e-04","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
